标题,户型,面积,朝向,楼层,建造年份,小区名称,区域,商圈,地址,标签,总价(万),单价(元/㎡),面积_数值,总价_数值,单价_数值,建造年份_数值,房间数
南山前海自贸区一手新房 新规住宅 高品质新房 看房有团购优惠,4室2厅2卫,121㎡,南,,2027年建造,自贸·湾啟紫荆,南山,前海,妈湾听海大道与妈湾一路交汇处西南角(距5号线妈湾地铁站约550米),"南北通透,厨卫全明,主卧套房,多轨交",1296.0,107108元/㎡,121.0,1296.0,107108.0,2027.0,4.0
前海新房，你问我答！！！价格专属渠道折扣!,4室2厅2卫,110㎡,南,,2026年建造,观山海家园,南山,前海,招商兴海大道东侧，沿山路南侧,"厨卫全明,主卧套房,南北通透,轨交房",858.0,78000元/㎡,110.0,858.0,78000.0,2026.0,4.0
龙珠花园(龙岗) 近地铁 高楼层视野无遮挡 正规商品房,2室2厅1卫,60.4㎡,北,高层(共30层),1997年建造,龙珠花园(龙岗),布吉,布吉关,京南路20号,"北,有电梯,近地铁,绿化率高",145.0,24007元/㎡,60.4,145.0,24007.0,1997.0,2.0
深大南地铁旁，双龙抱珠，精装修，和小杨看房有折扣,3室2厅2卫,105㎡,东南,,2028年建造,翰熙典居,南山,南山中心区,粤海街道桂庙新村东门,"主卧套房,客餐厅相连,卧室全朝南,多轨交",1066.0,101524元/㎡,105.0,1066.0,101524.0,2028.0,3.0
4.6万赤湾双地铁口现楼，大型商业即将开业，  年化2.3厘,3室2厅2卫,129㎡,西北,,2024年建造,开云府(新房),南山,海上世界,赤湾六路东北侧,"主卧套房,厨卫全明,卧室全朝南,购物中心",1161.0,90000元/㎡,129.0,1161.0,90000.0,2024.0,3.0
香蜜湖 一手新规房 12XX 双龙爆珠大3房， 车位充足,3室2厅2卫,105㎡,南,,2028年建造,新世界香蜜四季,福田,福田中心区,新闻路与香梅路交汇处,"厨卫全明,主卧套房,客餐厅相连,多轨交",1415.0,134762元/㎡,105.0,1415.0,134762.0,2028.0,3.0
前海花园~全明格局~交通便利~低楼层~新装3居室~南北通透,3室2厅2卫,90.94㎡,南,高层(共7层),2005年建造,前海花园,南山,前海,桃园路288号,"南,满五年,近地铁,采光较好",470.0,51683元/㎡,90.94,470.0,51683.0,2005.0,3.0
随时可看园岭新村精装3居 总价税费低交通便利,3室2厅1卫,84.33㎡,南北,中层(共8层),1983年建造,园岭新村,福田,园岭,笋岗西路2057号,"南北,满五年,近地铁,采光较好",499.0,59173元/㎡,84.33,499.0,59173.0,1983.0,3.0
一梯两户小高层，万科物业区政府对面,4室2厅2卫,129㎡,南北,中层(共7层),1997年建造,信托花园,福田,石厦,石厦北一街10号,"南北,唯一住房,近地铁,采光较好",799.0,61938元/㎡,129.0,799.0,61938.0,1997.0,4.0
福田单价7万准现楼 南北通4房2卫，家门口地铁大型商业综合体,3室2厅2卫,114㎡,南,,2026年建造,京基宸悦府,福田,上梅林,地铁4/9号线上梅林站约300米,"南北通透,厨卫全明,双阳台,多轨交",838.0,73509元/㎡,114.0,838.0,73509.0,2026.0,3.0
7字头单价即  车中心区豪宅，抢！,3室2厅2卫,117.63㎡,南北,中层(共26层),2003年建造,天健世纪花园,福田,福田中心区,福中一路1013号,"南北,唯一住房,近地铁,人气热搜",898.0,76342元/㎡,117.63,898.0,76342.0,2003.0,3.0
南山西丽大花园万科物业！大三房笋盘高层，业主精装！,3室2厅2卫,104.41㎡,西北,中层(共22层),2004年建造,南国丽城,南山,西丽,留仙大道1306号,"西北,配套成熟,公摊小,交易周期可谈",560.0,53635元/㎡,104.41,560.0,53635.0,2004.0,3.0
喜欢院子的看过来，一楼带60平院子，南北通透4房，随时能看,4室2厅2卫,116.92㎡,南,低层(共12层),2002年建造,恒冠豪园,福田,石厦,石厦北二街4号,"南,满五年,近地铁,绿化率高",890.0,76121元/㎡,116.92,890.0,76121.0,2002.0,4.0
富通九曜公馆 装修豪华保养好 楼层好 满五   商圈成熟,4室2厅2卫,126.94㎡,西南,中层(共64层),2023年建造,富通九曜公馆,福田,新洲,新沙路18号,"西南,满二年,近地铁,次新房",999.0,78699元/㎡,126.94,999.0,78699.0,2023.0,4.0
业主急急急 南向大两房 刚需上车 空出,2室2厅1卫,70.48㎡,南,低层(共9层),2000年建造,星海名城(一期),南山,前海,前海路3101号,"南,满五年,近地铁,绿化率高",385.0,54626元/㎡,70.48,385.0,54626.0,2000.0,2.0
益田村诚心出售，低于均价，朝南高楼层，采光  ，带地面花园，,3室2厅1卫,87.44㎡,南,高层(共28层),1995年建造,益田村,福田,益田村,益田路,"南,满五年,近地铁,采光较好",499.0,57068元/㎡,87.44,499.0,57068.0,1995.0,3.0
合正香蜜原著。1栋，安静厅出阳台,3室2厅2卫,87.48㎡,西南,低层(共33层),2013年建造,香蜜原著,福田,香蜜湖,北环路7087号,"西南,热门小区,房东急售,随时可看",1180.0,134888元/㎡,87.48,1180.0,134888.0,2013.0,3.0
前海 星海名城 低密度高使用率的电梯小高层  双卫 动静分离,4室2厅2卫,115.53㎡,北,中层(共18层),2002年建造,星海名城(二期),南山,前海,前海路3103号,"北,满五年,近地铁,绿化率高",600.0,51935元/㎡,115.53,600.0,51935.0,2002.0,4.0
前海 星海名城(一期)  低密度小高层  精装可拎包入住,3室2厅2卫,92.96㎡,东北,低层(共9层),2000年建造,星海名城(一期),南山,前海,前海路3101号,"东北,满五年,近地铁,绿化率高",495.0,53249元/㎡,92.96,495.0,53249.0,2000.0,3.0
中南花园好房源，宝实验低总价！,3室2厅1卫,82㎡,南北,中层(共12层),2002年建造,中南花园,宝安,宝安中心区,宝安大道1068号,"热门小区,南北通透,满五",408.0,49757元/㎡,82.0,408.0,49757.0,2002.0,3.0
深中龙初上车门槛 三房两卫拎包入住！,3室2厅2卫,89.15㎡,西南,低层(共33层),2017年建造,颐安麓园,龙岗,龙岗中心城,黄阁路,"西南,热门小区,新上小区,价格优惠",408.0,45766元/㎡,89.15,408.0,45766.0,2017.0,3.0
上叠带露台，上下四层，16号地铁口，大社区,7室2厅4卫,164.06㎡,南北,共3层,2006年建造,中央悦城,龙岗,龙岗中心城,长兴北路3号,"南北,满五年,近地铁,绿化率高",400.0,24382元/㎡,164.06,400.0,24382.0,2006.0,7.0
新洲    ，东向两室一厅，临近大型公园，享受自然与生活的完,2室2厅1卫,61.14㎡,东,低层(共13层),1999年建造,都市花园,福田,新洲,新洲路4003号,"东,唯一住房,近地铁,采光较好",399.0,65261元/㎡,61.14,399.0,65261.0,1999.0,2.0
公务员社区，正规三房！04年社区，大花园,3室2厅1卫,92㎡,东北,中层(共17层),2004年建造,前海花园,南山,前海,桃园路288号,"东北,满五年,近地铁,采光较好",448.0,48696元/㎡,92.0,448.0,48696.0,2004.0,3.0
前海 星海名城(三期) 满五   商圈成熟 交通便利,3室2厅1卫,98.72㎡,南,中层(共29层),2004年建造,星海名城(三期),南山,前海,前海路3101号,"南,满五年,近地铁,绿化率高",598.0,60576元/㎡,98.72,598.0,60576.0,2004.0,3.0
商品住宅 南北通透 小三居 近医院 车位充足 临地铁,3室2厅1卫,87.39㎡,南北,低层(共30层),2011年建造,中海康城花园,龙岗,大运,清辉路149号,"南北,近地铁,车位充足,多人关注",205.0,23459元/㎡,87.39,205.0,23459.0,2011.0,3.0
金泓凯旋城精装两房出售,2室2厅1卫,79.77㎡,北,中层(共32层),2006年建造,金泓凯旋城,宝安,宝安中心区,新安一路20号,"北,满五年,近地铁,采光较好",558.0,69952元/㎡,79.77,558.0,69952.0,2006.0,2.0
业主向市场妥协！地铁口刚 价房源，精装，满五年急售，价格私,4室2厅2卫,103㎡,南北,中层(共32层),2018年建造,仁恒公园世纪(一期),龙岗,爱联,龙岗大道,"南北,房东发布,唯一住房,近地铁",458.0,44467元/㎡,103.0,458.0,44467.0,2018.0,4.0
业主急售！鹤洲豪庭 红本在手 100拿下 租金4q 来电看房,3室2厅2卫,77.98㎡,南,低层(共20层),2017年建造,鹤洲豪庭,宝安,西乡,北七路,"南,满五年,近地铁",113.0,14491元/㎡,77.98,113.0,14491.0,2017.0,3.0
中山苑 南山地铁口 繁华地段 证件齐全 可按揭 送车位 包税,3室2厅2卫,60.15㎡,南,低层(共17层),2018年建造,中山苑,南山,南头,南山大道3128号,"南,满五年,近地铁,多人关注",82.0,13633元/㎡,60.15,82.0,13633.0,2018.0,3.0
全新装修拎包入住，中银花园2房诚心出售，业主诚心急卖,2室2厅1卫,84.79㎡,东北,高层(共32层),1997年建造,中银花园,福田,福田中心区,福中一路1006号,"东北,满五年,近地铁,车位充足",385.0,45407元/㎡,84.79,385.0,45407.0,1997.0,2.0
自园岭新村，跟园岭业主非常熟大四房出售,4室2厅1卫,92.62㎡,南北,高层(共7层),1983年建造,园岭新村,福田,园岭,笋岗西路2057号,"南北,房东发布,满五年,近地铁",496.0,53553元/㎡,92.62,496.0,53553.0,1983.0,4.0
公园旁地铁口物业 急售价格可谈 看房方便,2室2厅1卫,62㎡,东南,低层(共32层),2010年建造,田贝花园,罗湖,洪湖,文锦北路1081号,"东南,满五年,近地铁,采光较好",248.0,40000元/㎡,62.0,248.0,40000.0,2010.0,2.0
莲花山正规四房，超大阳台，通风采光,4室2厅2卫,135㎡,东,中层(共31层),2000年建造,天健名苑,福田,景田南,商报东路19号,"东,满二年,近地铁,车位充足",630.0,46667元/㎡,135.0,630.0,46667.0,2000.0,4.0
潮汕 福建客户  ，南向露台方正三房，业主  委托,3室2厅2卫,98.06㎡,北,低层(共9层),1998年建造,嘉洲豪园,福田,新洲,滨河大道9013号,"北,满五年,近地铁,采光较好",540.0,55069元/㎡,98.06,540.0,55069.0,1998.0,3.0
商品房 购物方便 临地铁 小区新 精装修 满五,4室2厅3卫,150.2㎡,南,中层(共37层),2016年建造,万科公园里,布吉,南岭,樟富北路8号,"南,满五年,采光较好",568.0,37817元/㎡,150.2,568.0,37817.0,2016.0,4.0
香蜜湖香雅园.电梯小高层大三房业主诚心卖,3室2厅2卫,94.43㎡,东南,低层(共19层),2006年建造,香雅园,福田,香蜜湖,香水一街5号,"东南,满五年,近地铁",938.0,99333元/㎡,94.43,938.0,99333.0,2006.0,3.0
俊景豪园 商圈成熟 装修好 交通便捷 双卫生间 有电梯,3室2厅2卫,111.46㎡,东,低层(共30层),2003年建造,俊景豪园,福田,景田北,香梅路2002号,"东,满五年,近地铁,采光较好",688.0,61727元/㎡,111.46,688.0,61727.0,2003.0,3.0
龙华地铁口大信花园精装三房，诚心出售,3室2厅2卫,97.28㎡,南北,低层(共8层),2002年建造,大信花园,龙华,龙华中心区,龙发路215号,"南北,满五年,近地铁,绿化率高",330.0,33923元/㎡,97.28,330.0,33923.0,2002.0,3.0
临地铁 精装修 中间好楼层 购物方便 交通便捷 医疗配套成熟,1室1厅1卫,41.42㎡,北,中层(共23层),2004年建造,东方新地,南山,南头,深南大道,"北,满五年,近地铁,人气热搜",199.0,48045元/㎡,41.42,199.0,48045.0,2004.0,1.0
南北通透 商品房 出行方便 满二   楼层好 临地铁,2室2厅1卫,71.97㎡,南北,高层(共43层),2022年建造,花样年好时光(一期),坪山,坪山,东纵路403号,"南北,满二年,近地铁,车位充足",144.0,20009元/㎡,71.97,144.0,20009.0,2022.0,2.0
近地铁 10 号线光雅园站约 200 ！龙岸君粼，畅达全城,2室2厅1卫,86㎡,南,,2025年建造,龙岸·君粼,龙华,梅林关口,雅园路与华南路交汇处,"客餐厅相连,主卧套房,私密性好,轨交房",640.0,74419元/㎡,86.0,640.0,74419.0,2025.0,2.0
来袭 欢迎咨询 折扣多多,3室2厅2卫,89㎡,南,,2026年建造,财富城二期,坪山,坪山,荷康路和新和三路交汇处西北侧,"主卧套房,私密性好,南北通透,多轨交",312.0,35057元/㎡,89.0,312.0,35057.0,2026.0,3.0
来电独享提前反点 项目车接车送 现场再开额外折扣 等您来电！,3室2厅2卫,89㎡,南,,2027年建造,润宏城·润臻园,光明,公明,凤凰街道松白路与东明大道交汇处西北侧,"南北通透,厨卫全明,主卧套房,轨交房",318.0,35731元/㎡,89.0,318.0,35731.0,2027.0,3.0
可租1.8 ，租金可观，楼下卓悦和岗厦北 港深通勤便利,1室2厅1卫,93.98㎡,东,低层(共37层),2018年建造,深圳中心天元,福田,福田中心区,深南大道2005号,"东,满五年,近地铁,车位充足",575.0,61184元/㎡,93.98,575.0,61184.0,2018.0,1.0
中央悦城6房业主诚心出售,4室2厅3卫,164.04㎡,南北,共3层,2006年建造,中央悦城,龙岗,龙岗中心城,长兴北路3号,"南北,满五年,近地铁,绿化率高",498.0,30359元/㎡,164.04,498.0,30359.0,2006.0,4.0
一楼送花园业主诚心出售,5室2厅3卫,155.1㎡,东南,共3层,2006年建造,中央悦城,龙岗,龙岗中心城,长兴北路3号,"东南,满二年,近地铁,绿化率高",440.0,28369元/㎡,155.1,440.0,28369.0,2006.0,5.0
带122平大露台的房，业主仅入住半年，京基御景中央二期，可谈,3室2厅2卫,94.91㎡,南,低层(共33层),2020年建造,京基御景中央(二期),龙岗,大运,飞扬路,"南,满五年,近地铁,车位充足",399.0,42040元/㎡,94.91,399.0,42040.0,2020.0,3.0
福田中心区岗厦公寓豪宅，车位充足，交通方便，更多笋盘欢迎咨询,3室2厅2卫,139.22㎡,东西,高层(共37层),2018年建造,深圳中心天元,福田,福田中心区,深南大道2005号,"东西,满五年,近地铁,车位充足",1280.0,91941元/㎡,139.22,1280.0,91941.0,2018.0,3.0
255！三房！红本在手没有什么税费，随时看房，双地铁6号13,3室2厅2卫,89.1㎡,南北,低层(共32层),2018年建造,中粮云景花园(南区),光明,公明,创业路,"南北,满五年,近地铁,车位充足",260.0,29181元/㎡,89.1,260.0,29181.0,2018.0,3.0
中海寰宇时代 电梯房 刚需小三居 近地铁 正规商品房 小区新,3室2厅2卫,89.64㎡,南,低层(共36层),2018年建造,中海寰宇时代,光明,光明,明政路,"南,满二年,近地铁,次新房",395.0,44066元/㎡,89.64,395.0,44066.0,2018.0,3.0
急急急，工作调动换房急售，豪华装修，拎包入住！,3室2厅2卫,101.18㎡,南北,高层(共11层),2002年建造,阳光棕榈园,南山,前海,前海路2057号,"南北,满五年,近地铁,多人关注",590.0,58312元/㎡,101.18,590.0,58312.0,2002.0,3.0
名居山河里，永湖地铁口200 ，大社区，高绿化，靠河边看山景,4室2厅2卫,142.06㎡,南北,低层(共48层),2023年建造,名居山河里(2期),龙岗,横岗,新园路,"南北,满二年,近地铁,次新房",302.0,21259元/㎡,142.06,302.0,21259.0,2023.0,4.0
地铁口小洋房，豪华装修7房2卫，满足你三代需求,7室2厅2卫,170.04㎡,南北,共4层,2008年建造,泰华阳光海,宝安,碧海湾,悦和路6号,"南北,有电梯,近地铁,车位充足",1280.0,75277元/㎡,170.04,1280.0,75277.0,2008.0,7.0
长城一花园 车位充足 临地铁 小三居 购物方便 精装好房,3室2厅1卫,104.7㎡,南北,低层(共17层),1992年建造,长城一花园,福田,百花,百花四路2号,"南北,满五年,近地铁,车位充足",650.0,62083元/㎡,104.7,650.0,62083.0,1992.0,3.0
7字头卖 福田23年次新房 莲花北   双龙抱珠 只出个税,3室2厅2卫,98㎡,南北,高层(共48层),2023年建造,福安瑞府,福田,福田中心区,彩田路,"南北,满二年,近地铁,次新房",765.0,78062元/㎡,98.0,765.0,78062.0,2023.0,3.0
棕榈堡花园精装31房，保养得当，采光通风好，诚心卖,3室2厅2卫,115.95㎡,南北,低层(共18层),2008年建造,棕榈堡花园,宝安,沙井,中心路30号,"南北,满五年,近地铁,绿化率高",440.0,37948元/㎡,115.95,440.0,37948.0,2008.0,3.0
新洲 美社区！7XX买  南向3加1房！厅出阳台看深圳湾！,4室2厅2卫,116.45㎡,西南,高层(共33层),2005年建造,绿景花园(二期),福田,新洲,福强路3018号,"西南,满五年,近地铁",790.0,67841元/㎡,116.45,790.0,67841.0,2005.0,4.0
新政咨询，笋盘新出！新房已锁！年底急出！！！,3室2厅2卫,123.88㎡,西南,低层(共31层),2002年建造,天然居,福田,景田北,景田北街1号,"西南,满五年,近地铁,绿化率高",1090.0,87989元/㎡,123.88,1090.0,87989.0,2002.0,3.0
景云上辰377 享龙外初本部精装现楼靠龙城公园，来电钜惠,3室2厅2卫,100㎡,东南,,2026年建造,宇宏·景云上辰,龙岗,大运,公园大地西南侧,"南北通透,私密性好,厨卫全明,轨交房",535.0,53500元/㎡,100.0,535.0,53500.0,2026.0,3.0
网红热点楼盘，华富村精装修3房2卫，产权清晰，看房方便！,3室2厅2卫,109.43㎡,西南,高层(共50层),2023年建造,华富村,福田,华强北,华富路,"西南,唯一住房,近地铁,次新房",895.0,81788元/㎡,109.43,895.0,81788.0,2023.0,3.0
万科公园里(商住楼) 刚需小三居 楼龄新 临地铁 朝南,3室2厅2卫,106.31㎡,南,低层(共46层),2016年建造,万科公园里(商住楼),布吉,南岭,樟富北路8号,"南,满五年,采光较好",259.0,24363元/㎡,106.31,259.0,24363.0,2016.0,3.0
信义荔山公馆精装三房两卫 配套成熟 临地铁   笋盘 拎包住,3室2厅2卫,89.96㎡,东,高层(共33层),2009年建造,信义荔山公馆,布吉,信义,百鸽路180号,"东,有电梯,近地铁",360.0,40018元/㎡,89.96,360.0,40018.0,2009.0,3.0
业主换房出售钥匙在手看房方便户型方正，实用性高，采光和通风好,3室2厅2卫,88.99㎡,东南,低层(共33层),2009年建造,中海康城花园,龙岗,大运,清辉路149号,"东南,满五年,近地铁,车位充足",235.0,26408元/㎡,88.99,235.0,26408.0,2009.0,3.0
韵动家园 3室2厅 400万,3室2厅1卫,87.91㎡,南,中层(共29层),2005年建造,韵动家园,福田,上沙,沙嘴路119号,"南,有电梯,近地铁,采光较好",400.0,45502元/㎡,87.91,400.0,45502.0,2005.0,3.0
南山双地铁口物业花园泳池社区 配套齐全业主诚心出售,3室2厅2卫,102.45㎡,东北,低层(共31层),1993年建造,愉康大厦,南山,南山医院,学府路,"东北,满五年,近地铁,采光较好",389.0,37970元/㎡,102.45,389.0,37970.0,1993.0,3.0
南山地铁口 万象新园 朝南大三房 环境好 商业配套齐全,3室2厅1卫,97.22㎡,南,中层(共32层),2002年建造,万象新园,南山,南山地铁口,南光路67号,"南,满五年,近地铁,绿化率高",428.0,44024元/㎡,97.22,428.0,44024.0,2002.0,3.0
